site,year,month,date,temp,Rg,precip
US.NR1,2014,3,2014-03,-3.596570565,168.2987724,87.24
US.NR1,2014,4,2014-04,-0.955850694,216.7876107,71.98
US.NR1,2014,5,2014-05,4.197288978,209.9757305,125.17
US.NR1,2014,6,2014-06,10.13428611,276.6839737,16.42
US.NR1,2014,7,2014-07,12.83990591,205.2904218,88.61
US.NR1,2014,8,2014-08,11.17553763,211.8092242,61.98
US.NR1,2014,9,2014-09,9.454683333,182.9762565,41.31
US.NR1,2014,10,2014-10,4.651639785,147.2411845,45.94
US.NR1,2014,11,2014-11,-4.038795833,94.18113121,74.54
US.NR1,2014,12,2014-12,-5.54002621,73.76346409,65.32
US.UMB,2000,1,2000-01,-7.334598118,60.32971006,44.11
US.UMB,2000,2,2000-02,-3.081153736,91.75375889,31.71
US.UMB,2000,3,2000-03,2.261344086,141.9253862,29.13
US.UMB,2000,4,2000-04,4.969331944,199.9290148,31.3
US.UMB,2000,5,2000-05,12.6355914,248.6266694,64.1
US.UMB,2000,6,2000-06,15.84503611,248.0912679,65.67
US.UMB,2000,7,2000-07,18.5219543,266.0260785,37.32
US.UMB,2000,8,2000-08,18.30272849,212.9404168,66.95
US.UMB,2000,9,2000-09,14.11084306,157.4271758,63.39
US.UMB,2000,10,2000-10,9.963844086,102.4420828,25.96
US.UMB,2000,11,2000-11,2.15235,46.28600607,73.33
US.UMB,2000,12,2000-12,-8.063264785,46.47147907,46.3
US.UMB,2001,1,2001-01,-4.54621371,51.79088833,39.51
US.UMB,2001,2,2001-02,-6.748004464,84.03798288,49.62
US.UMB,2001,3,2001-03,-2.316797043,151.3499144,13.92
US.UMB,2001,4,2001-04,6.492140278,177.3182069,61.15
US.UMB,2001,5,2001-05,13.19123656,218.8577875,83.9
US.UMB,2001,6,2001-06,17.96381806,250.000121,65.97
US.UMB,2001,7,2001-07,18.90590188,250.5710796,41.28
US.UMB,2001,8,2001-08,20.18272715,192.7085755,113.41
US.UMB,2001,9,2001-09,13.99972778,129.7663958,134.29
US.UMB,2001,10,2001-10,8.299987903,85.82202589,138.53
US.UMB,2001,11,2001-11,5.895027778,45.61747226,59.98
US.UMB,2001,12,2001-12,-0.159380376,35.33323212,64.3
US.UMB,2002,1,2002-01,-2.88759543,51.07113147,20.89
US.UMB,2002,2,2002-02,-3.673287202,85.37631962,58.27
US.UMB,2002,3,2002-03,-4.084481183,142.6181964,79.42
US.UMB,2002,4,2002-04,4.7756375,177.361334,84.82
US.UMB,2002,5,2002-05,8.433782258,198.9121772,121.51
US.UMB,2002,6,2002-06,17.82639306,217.5638775,110.27
US.UMB,2002,7,2002-07,21.75173387,256.5854087,87.98
US.UMB,2002,8,2002-08,19.48976075,211.1085906,158.56
US.UMB,2002,9,2002-09,17.448725,148.984288,44.75
US.UMB,2002,10,2002-10,5.591208333,69.16224481,94.9
US.UMB,2002,11,2002-11,0.092111111,43.71601169,23.32
US.UMB,2002,12,2002-12,-2.833576613,33.92199446,26.14
US.UMB,2003,1,2003-01,-8.476221774,51.8274553,17.2
US.UMB,2003,2,2003-02,-9.603613095,101.998632,33.52
US.UMB,2003,3,2003-03,-2.609560484,137.1622217,60.93
US.UMB,2003,4,2003-04,5.598697222,168.9169406,81.25
US.UMB,2003,5,2003-05,11.49190323,192.7696323,50.17
US.UMB,2003,6,2003-06,16.8573,239.4471614,46.51
US.UMB,2003,7,2003-07,19.50390323,244.3870552,127.82
US.UMB,2003,8,2003-08,20.08428091,224.8198839,67.62
US.UMB,2003,9,2003-09,15.16623611,149.7951937,85.81
US.UMB,2003,10,2003-10,7.875344086,86.67369752,92.04
US.UMB,2003,11,2003-11,2.706925,40.91929116,119.08
US.UMB,2003,12,2003-12,-1.382521505,49.38968413,46.42
US.UMB,2004,1,2004-01,-10.65171371,69.73983295,75.5
US.UMB,2004,2,2004-02,-4.189538793,113.2923652,41.94
US.UMB,2004,3,2004-03,0.257352151,155.6247065,76.82
US.UMB,2004,4,2004-04,4.542280556,199.6119128,50.82
US.UMB,2004,5,2004-05,10.25079839,193.0314619,103.29
US.UMB,2004,6,2004-06,15.72840278,286.2119977,54.71
US.UMB,2004,7,2004-07,18.39237903,245.535256,52.81
US.UMB,2004,8,2004-08,16.87337903,209.6800504,78.57
US.UMB,2004,9,2004-09,17.86148889,187.580582,26.01
US.UMB,2004,10,2004-10,9.027978495,91.16975614,114.86
US.UMB,2004,11,2004-11,3.392134722,57.69114682,77.64
US.UMB,2004,12,2004-12,-4.618319892,40.35197421,94.07
US.UMB,2005,1,2005-01,-8.491728495,61.34359013,53.06
US.UMB,2005,2,2005-02,-3.967675595,80.47957245,48.53
US.UMB,2005,3,2005-03,-2.64534543,213.1611785,30.41
US.UMB,2005,4,2005-04,6.783326389,240.5182037,38.38
US.UMB,2005,5,2005-05,10.94325806,225.1801631,50.71
US.UMB,2005,6,2005-06,20.25411667,243.7323072,43.97
US.UMB,2005,7,2005-07,21.48207124,248.1391842,59.21
US.UMB,2005,8,2005-08,19.97227688,191.7722957,133.96
US.UMB,2005,9,2005-09,17.65093194,158.6558728,60.46
US.UMB,2005,10,2005-10,10.56295699,103.7877024,33.28
US.UMB,2005,11,2005-11,2.8901625,45.44430796,127.77
US.UMB,2005,12,2005-12,-4.189255376,38.73693128,62.4
US.UMB,2006,1,2006-01,-1.735125,47.35342166,110.69
US.UMB,2006,2,2006-02,-5.642139881,92.51130527,57.3
US.UMB,2006,3,2006-03,-0.037098118,177.8637558,21.63
US.UMB,2006,4,2006-04,7.800661111,217.6770489,53.27
US.UMB,2006,5,2006-05,12.97496237,218.8372427,95.94
US.UMB,2006,6,2006-06,17.90838889,285.102664,20.86
US.UMB,2006,7,2006-07,21.83088172,266.6818568,51.58
US.UMB,2006,8,2006-08,19.30669758,230.1456698,71.26
US.UMB,2006,9,2006-09,14.24958056,151.6864663,94.46
US.UMB,2006,10,2006-10,6.914858871,96.02806477,160.31
US.UMB,2006,11,2006-11,3.690565278,46.98657672,47.95
US.UMB,2006,12,2006-12,-0.134293011,35.16833073,77.13
US.UMB,2007,1,2007-01,-4.61759543,57.70818683,53.5
US.UMB,2007,2,2007-02,-8.949989583,108.6001007,19.21
US.UMB,2007,3,2007-03,0.255649194,162.1378009,58.34
US.UMB,2007,4,2007-04,4.7591,205.1292513,66.02
US.UMB,2007,5,2007-05,13.97792742,279.1703715,52.93
US.UMB,2007,6,2007-06,19.47261806,295.0804733,57.25
US.UMB,2007,7,2007-07,19.69555914,264.6715197,71.09
US.UMB,2007,8,2007-08,19.93587366,229.0965934,43.46
US.UMB,2007,9,2007-09,16.60794167,155.4179927,94.71
US.UMB,2007,10,2007-10,12.01921909,97.06368119,103.32
US.UMB,2007,11,2007-11,1.682275,48.87042146,57.24
US.UMB,2007,12,2007-12,-3.456119624,41.07762672,56.15
US.UMB,2008,1,2008-01,-4.750446237,47.46984767,97.64
US.UMB,2008,2,2008-02,-7.415145115,96.22341133,37.79
US.UMB,2008,3,2008-03,-3.748084677,165.2511303,23.3
US.UMB,2008,4,2008-04,7.240427778,210.9763075,113.94
US.UMB,2008,5,2008-05,9.641860215,229.7917062,103.18
US.UMB,2008,6,2008-06,17.0485125,225.1458115,109.18
US.UMB,2008,7,2008-07,19.21086022,233.3279799,88.65
US.UMB,2008,8,2008-08,19.22029435,239.4092031,46.65
US.UMB,2008,9,2008-09,15.30630694,150.9911634,56.76
US.UMB,2008,10,2008-10,8.402930108,98.7230754,58.57
US.UMB,2008,11,2008-11,2.418729167,49.83948743,66.85
US.UMB,2008,12,2008-12,-5.798092742,34.53473886,103.03
US.UMB,2009,1,2009-01,-9.67552957,66.04178913,30.49
US.UMB,2009,2,2009-02,-5.588022321,106.4359279,56.1
US.UMB,2009,3,2009-03,-1.465215054,164.9958637,34.07
US.UMB,2009,4,2009-04,4.802125,196.1935627,36.2
US.UMB,2009,5,2009-05,10.97012769,249.8364426,60.72
US.UMB,2009,6,2009-06,16.41386944,258.2418331,61.43
US.UMB,2009,7,2009-07,16.86490188,231.6069624,48.45
US.UMB,2009,8,2009-08,18.01922043,196.2370408,173.35
US.UMB,2009,9,2009-09,16.30900417,180.8937677,49.89
US.UMB,2009,10,2009-10,6.528866935,68.29517328,187.22
US.UMB,2009,11,2009-11,5.518556944,55.75026163,36.39
US.UMB,2009,12,2009-12,-4.178219086,39.69208422,72.45
US.UMB,2010,1,2010-01,-5.832973118,53.08406871,11.95
US.UMB,2010,2,2010-02,-4.967770833,98.91535729,20.26
US.UMB,2010,3,2010-03,3.519771505,185.1277861,0.68
US.UMB,2010,4,2010-04,9.198601389,214.4081445,36.01
US.UMB,2010,5,2010-05,14.7750578,270.079068,56.5
US.UMB,2010,6,2010-06,16.40002778,210.9003354,232.71
US.UMB,2010,7,2010-07,21.2617836,251.3950814,34.67
US.UMB,2010,8,2010-08,21.23873656,210.2142818,140.48
US.UMB,2010,9,2010-09,13.77435417,139.8389939,154.92
US.UMB,2010,10,2010-10,9.881194892,117.8734695,36.7
US.UMB,2010,11,2010-11,3.587436111,54.65331456,47.74
US.UMB,2010,12,2010-12,-4.327278226,41.86540876,31.04
US.UMB,2011,1,2011-01,-8.85561828,58.73195469,42.94
US.UMB,2011,2,2011-02,-5.486657738,96.40451956,6.06
US.UMB,2011,3,2011-03,-2.330516129,154.0261098,27.43
US.UMB,2011,4,2011-04,4.675525,199.7660337,163.07
US.UMB,2011,5,2011-05,11.34233065,236.9221146,65.2
US.UMB,2011,6,2011-06,16.92562639,244.3236989,142.01
US.UMB,2011,7,2011-07,22.35986022,267.8286758,60.6
US.UMB,2011,8,2011-08,20.31348925,218.3479888,67.98
US.UMB,2011,9,2011-09,15.04571806,162.7076501,126.8
US.UMB,2011,10,2011-10,10.60780914,110.684021,82.58
US.UMB,2011,11,2011-11,4.764073611,51.51698413,94.05
US.UMB,2011,12,2011-12,-1.327716398,32.47885049,28.78
US.UMB,2012,1,2012-01,-3.768711022,45.26342215,61.63
US.UMB,2012,2,2012-02,-1.976449713,76.97547474,9.17
US.UMB,2012,3,2012-03,6.224267473,129.1526873,72.91
US.UMB,2012,4,2012-04,5.911029167,209.176337,52.04
US.UMB,2012,5,2012-05,14.20000134,250.6720472,58.37
US.UMB,2012,6,2012-06,19.21411389,262.5009609,126.17
US.UMB,2012,7,2012-07,22.42467608,253.6582763,88.84
US.UMB,2012,8,2012-08,20.49597581,218.3276163,38.84
US.UMB,2012,9,2012-09,15.20196528,162.5989328,82.15
US.UMB,2012,10,2012-10,8.937959677,78.5811581,161.39
US.UMB,2012,11,2012-11,2.756723611,46.28798016,27.88
US.UMB,2012,12,2012-12,-0.692873656,33.87228565,60.17
US.UMB,2013,1,2013-01,-4.722395161,37.34535125,75.23
US.UMB,2013,2,2013-02,-6.167026786,63.82115987,61.12
US.UMB,2013,3,2013-03,-2.149397849,122.9965847,84.06
US.UMB,2013,4,2013-04,3.050433333,130.5608923,85.34
US.UMB,2013,5,2013-05,13.07278898,230.9716419,94.04
US.UMB,2013,6,2013-06,17.38121528,238.0986099,30.32
US.UMB,2013,7,2013-07,20.88054839,256.5325632,81.17
US.UMB,2013,8,2013-08,20.09329301,223.8771642,47
US.UMB,2013,9,2013-09,15.08948611,173.1774241,70.14
US.UMB,2013,10,2013-10,9.286913978,96.30178169,171.27
US.UMB,2013,11,2013-11,1.239645833,43.6810415,141.42
US.UMB,2013,12,2013-12,-7.815680108,29.37904442,59.74
US.UMB,2014,1,2014-01,-10.18369624,40.00677437,59.39
US.UMB,2014,2,2014-02,-10.58935714,79.71855159,27.97
US.UMB,2014,3,2014-03,-6.493385753,140.0534118,27.41
US.UMB,2014,4,2014-04,3.312183333,148.8740151,103.18
US.UMB,2014,5,2014-05,13.96419624,194.3735411,77.29
US.UMB,2014,6,2014-06,18.12027222,243.8650851,61.75
US.UMB,2014,7,2014-07,17.8002621,235.620958,63.1
US.UMB,2014,8,2014-08,18.49928495,188.3850136,78.66
US.UMB,2014,9,2014-09,14.81395694,153.6970672,150.54
US.UMB,2014,10,2014-10,8.195526882,68.77585052,164.36
US.UMB,2014,11,2014-11,-0.661722222,35.80606812,145.82
US.UMB,2014,12,2014-12,-2.329174731,29.95960958,46.07
